owner,study,year,plot_id,date,measure,tissue,value
rosen lab,blcmr,1991,103,1991-07-02,biomdry_Mgha,wholeplant,5.74139854866747
rosen lab,blcmr,1991,103,1991-07-16,biomdry_Mgha,tuber,3.16454988692288
rosen lab,blcmr,1991,103,1991-07-16,biomdry_Mgha,vine,3.21191021993203
rosen lab,blcmr,1991,103,1991-07-16,biomdry_Mgha,wholeplant,6.3764601068549105
rosen lab,blcmr,1991,103,1991-07-30,biomdry_Mgha,tuber,5.83396606469498
rosen lab,blcmr,1991,103,1991-07-30,biomdry_Mgha,vine,4.75758833864122
rosen lab,blcmr,1991,103,1991-07-30,biomdry_Mgha,wholeplant,10.5915544033362
rosen lab,blcmr,1991,103,1991-08-13,biomdry_Mgha,tuber,7.44853265377562
rosen lab,blcmr,1991,103,1991-08-13,biomdry_Mgha,vine,4.02565184359619
rosen lab,blcmr,1991,103,1991-08-13,biomdry_Mgha,wholeplant,11.474184497371809
rosen lab,blcmr,1991,103,1991-09-05,biomdry_Mgha,tuber,12.1743539039011
rosen lab,blcmr,1991,103,1991-09-05,biomdry_Mgha,vine,6.61840870826591
rosen lab,blcmr,1991,103,1991-09-05,biomdry_Mgha,wholeplant,18.79276261216701
rosen lab,blcmr,1991,104,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,104,1991-05-31,biomdry_Mgha,vine,0.163394157645215
rosen lab,blcmr,1991,104,1991-05-31,biomdry_Mgha,wholeplant,0.163394157645215
rosen lab,blcmr,1991,104,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,104,1991-06-12,biomdry_Mgha,vine,0.667354100485449
rosen lab,blcmr,1991,104,1991-06-12,biomdry_Mgha,wholeplant,0.667354100485449
rosen lab,blcmr,1991,104,1991-06-24,biomdry_Mgha,tuber,0.83957449182011
rosen lab,blcmr,1991,104,1991-06-24,biomdry_Mgha,vine,2.28191979288728
rosen lab,blcmr,1991,104,1991-06-24,biomdry_Mgha,wholeplant,3.1214942847073903
rosen lab,blcmr,1991,104,1991-07-02,biomdry_Mgha,tuber,0.589854823508486
rosen lab,blcmr,1991,104,1991-07-02,biomdry_Mgha,vine,2.15275545210752
rosen lab,blcmr,1991,104,1991-07-02,biomdry_Mgha,wholeplant,2.7426102756160056
rosen lab,blcmr,1991,104,1991-07-16,biomdry_Mgha,tuber,2.15275545210752
rosen lab,blcmr,1991,104,1991-07-16,biomdry_Mgha,vine,1.87741789438447
rosen lab,blcmr,1991,104,1991-07-16,biomdry_Mgha,wholeplant,4.03017334649199
rosen lab,blcmr,1991,104,1991-07-30,biomdry_Mgha,tuber,4.54231256926076
rosen lab,blcmr,1991,104,1991-07-30,biomdry_Mgha,vine,2.41108525451555
rosen lab,blcmr,1991,104,1991-07-30,biomdry_Mgha,wholeplant,6.95339782377631
rosen lab,blcmr,1991,104,1991-08-13,biomdry_Mgha,tuber,10.9359956343449
rosen lab,blcmr,1991,104,1991-08-13,biomdry_Mgha,vine,3.20760504079897
rosen lab,blcmr,1991,104,1991-08-13,biomdry_Mgha,wholeplant,14.14360067514387
rosen lab,blcmr,1991,104,1991-09-05,biomdry_Mgha,tuber,12.3404524448351
rosen lab,blcmr,1991,104,1991-09-05,biomdry_Mgha,vine,4.62901468502707
rosen lab,blcmr,1991,104,1991-09-05,biomdry_Mgha,wholeplant,16.96946712986217
rosen lab,blcmr,1991,105,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,105,1991-05-31,biomdry_Mgha,vine,0.396322170234858
rosen lab,blcmr,1991,105,1991-05-31,biomdry_Mgha,wholeplant,0.396322170234858
rosen lab,blcmr,1991,105,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,105,1991-06-12,biomdry_Mgha,vine,1.05484992494601
rosen lab,blcmr,1991,105,1991-06-12,biomdry_Mgha,wholeplant,1.05484992494601
rosen lab,blcmr,1991,105,1991-06-24,biomdry_Mgha,tuber,0.645826523547404
rosen lab,blcmr,1991,105,1991-06-24,biomdry_Mgha,vine,2.73399834816198
rosen lab,blcmr,1991,105,1991-06-24,biomdry_Mgha,wholeplant,3.379824871709384
rosen lab,blcmr,1991,105,1991-07-02,biomdry_Mgha,tuber,0.650132038935013
rosen lab,blcmr,1991,105,1991-07-02,biomdry_Mgha,vine,2.30344793024958
rosen lab,blcmr,1991,105,1991-07-02,biomdry_Mgha,wholeplant,2.953579969184593
rosen lab,blcmr,1991,105,1991-07-16,biomdry_Mgha,tuber,3.81037607421573
rosen lab,blcmr,1991,105,1991-07-16,biomdry_Mgha,vine,3.23795873934161
rosen lab,blcmr,1991,105,1991-07-16,biomdry_Mgha,wholeplant,7.04833481355734
rosen lab,blcmr,1991,105,1991-07-30,biomdry_Mgha,tuber,6.26451648260737
rosen lab,blcmr,1991,105,1991-07-30,biomdry_Mgha,vine,2.71247133164819
rosen lab,blcmr,1991,105,1991-07-30,biomdry_Mgha,wholeplant,8.97698781425556
rosen lab,blcmr,1991,105,1991-08-13,biomdry_Mgha,tuber,5.51105297104855
rosen lab,blcmr,1991,105,1991-08-13,biomdry_Mgha,vine,2.97080225490473
rosen lab,blcmr,1991,105,1991-08-13,biomdry_Mgha,wholeplant,8.48185522595328
rosen lab,blcmr,1991,105,1991-09-05,biomdry_Mgha,tuber,12.493504309094
rosen lab,blcmr,1991,105,1991-09-05,biomdry_Mgha,vine,4.12762552033304
rosen lab,blcmr,1991,105,1991-09-05,biomdry_Mgha,wholeplant,16.62112982942704
rosen lab,blcmr,1991,106,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,106,1991-05-31,biomdry_Mgha,vine,0.265004119040058
rosen lab,blcmr,1991,106,1991-05-31,biomdry_Mgha,wholeplant,0.265004119040058
rosen lab,blcmr,1991,106,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,106,1991-06-12,biomdry_Mgha,vine,0.83957449182011
rosen lab,blcmr,1991,106,1991-06-12,biomdry_Mgha,wholeplant,0.83957449182011
rosen lab,blcmr,1991,106,1991-06-24,biomdry_Mgha,tuber,0.581243792733268
rosen lab,blcmr,1991,106,1991-06-24,biomdry_Mgha,vine,2.47566854575394
rosen lab,blcmr,1991,106,1991-06-24,biomdry_Mgha,wholeplant,3.056912338487208
rosen lab,blcmr,1991,106,1991-07-02,biomdry_Mgha,tuber,0.381037607421573
rosen lab,blcmr,1991,106,1991-07-02,biomdry_Mgha,vine,2.71247133164819
rosen lab,blcmr,1991,106,1991-07-02,biomdry_Mgha,wholeplant,3.093508939069763
rosen lab,blcmr,1991,106,1991-07-16,biomdry_Mgha,tuber,2.06664514435533
rosen lab,blcmr,1991,106,1991-07-16,biomdry_Mgha,vine,3.73093929850162
rosen lab,blcmr,1991,106,1991-07-16,biomdry_Mgha,wholeplant,5.79758444285695
rosen lab,blcmr,1991,106,1991-07-30,biomdry_Mgha,tuber,1.42081783621397
rosen lab,blcmr,1991,106,1991-07-30,biomdry_Mgha,vine,2.36803010063946
rosen lab,blcmr,1991,106,1991-07-30,biomdry_Mgha,wholeplant,3.78884793685343
rosen lab,blcmr,1991,106,1991-08-13,biomdry_Mgha,tuber,8.09435884106847
rosen lab,blcmr,1991,106,1991-08-13,biomdry_Mgha,vine,6.73812317524437
rosen lab,blcmr,1991,106,1991-08-13,biomdry_Mgha,wholeplant,14.83248201631284
rosen lab,blcmr,1991,106,1991-09-05,biomdry_Mgha,tuber,13.0325539837779
rosen lab,blcmr,1991,106,1991-09-05,biomdry_Mgha,vine,6.01887804789619
rosen lab,blcmr,1991,106,1991-09-05,biomdry_Mgha,wholeplant,19.05143203167409
rosen lab,blcmr,1991,107,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,107,1991-05-31,biomdry_Mgha,vine,0.230775310938263
rosen lab,blcmr,1991,107,1991-05-31,biomdry_Mgha,wholeplant,0.230775310938263
rosen lab,blcmr,1991,107,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,107,1991-06-12,biomdry_Mgha,vine,0.645826523547404
rosen lab,blcmr,1991,107,1991-06-12,biomdry_Mgha,wholeplant,0.645826523547404
rosen lab,blcmr,1991,107,1991-06-24,biomdry_Mgha,tuber,0.0861101956673304
rosen lab,blcmr,1991,107,1991-06-24,biomdry_Mgha,vine,1.18401505031973
rosen lab,blcmr,1991,107,1991-06-24,biomdry_Mgha,wholeplant,1.2701252459870604
rosen lab,blcmr,1991,107,1991-07-02,biomdry_Mgha,tuber,1.03762786339557
rosen lab,blcmr,1991,107,1991-07-02,biomdry_Mgha,vine,1.65762174295673
rosen lab,blcmr,1991,107,1991-07-02,biomdry_Mgha,wholeplant,2.6952496063523
rosen lab,blcmr,1991,107,1991-07-16,biomdry_Mgha,tuber,5.20966689391592
rosen lab,blcmr,1991,107,1991-07-16,biomdry_Mgha,vine,3.63126672375908
rosen lab,blcmr,1991,107,1991-07-16,biomdry_Mgha,wholeplant,8.840933617675
rosen lab,blcmr,1991,107,1991-07-30,biomdry_Mgha,tuber,8.41727193471489
rosen lab,blcmr,1991,107,1991-07-30,biomdry_Mgha,vine,2.88469194715255
rosen lab,blcmr,1991,107,1991-07-30,biomdry_Mgha,wholeplant,11.30196388186744
rosen lab,blcmr,1991,107,1991-08-13,biomdry_Mgha,tuber,12.0123688770046
rosen lab,blcmr,1991,107,1991-08-13,biomdry_Mgha,vine,3.099967716533
rosen lab,blcmr,1991,107,1991-08-13,biomdry_Mgha,wholeplant,15.1123365935376
rosen lab,blcmr,1991,107,1991-09-05,biomdry_Mgha,tuber,13.6872640163736
rosen lab,blcmr,1991,107,1991-09-05,biomdry_Mgha,vine,4.0095553381211
rosen lab,blcmr,1991,107,1991-09-05,biomdry_Mgha,wholeplant,17.6968193544947
rosen lab,blcmr,1991,108,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,108,1991-05-31,biomdry_Mgha,vine,0.21226169564791
rosen lab,blcmr,1991,108,1991-05-31,biomdry_Mgha,wholeplant,0.21226169564791
rosen lab,blcmr,1991,108,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,108,1991-06-12,biomdry_Mgha,vine,1.80831422109879
rosen lab,blcmr,1991,108,1991-06-12,biomdry_Mgha,wholeplant,1.80831422109879
rosen lab,blcmr,1991,108,1991-06-24,biomdry_Mgha,tuber,0.215275545210752
rosen lab,blcmr,1991,108,1991-06-24,biomdry_Mgha,vine,3.12149473304679
rosen lab,blcmr,1991,108,1991-06-24,biomdry_Mgha,wholeplant,3.3367702782575424
rosen lab,blcmr,1991,108,1991-07-02,biomdry_Mgha,tuber,1.54137293957613
rosen lab,blcmr,1991,108,1991-07-02,biomdry_Mgha,vine,2.32497494676337
rosen lab,blcmr,1991,108,1991-07-02,biomdry_Mgha,wholeplant,3.8663478863394998
rosen lab,blcmr,1991,108,1991-07-16,biomdry_Mgha,tuber,3.85343122809182
rosen lab,blcmr,1991,108,1991-07-16,biomdry_Mgha,vine,2.39472422879172
rosen lab,blcmr,1991,108,1991-07-16,biomdry_Mgha,wholeplant,6.24815545688354
rosen lab,blcmr,1991,108,1991-07-30,biomdry_Mgha,tuber,4.43467524499479
rosen lab,blcmr,1991,108,1991-07-30,biomdry_Mgha,vine,2.69094319428588
rosen lab,blcmr,1991,108,1991-07-30,biomdry_Mgha,wholeplant,7.12561843928067
rosen lab,blcmr,1991,108,1991-08-13,biomdry_Mgha,tuber,9.92420007868104
rosen lab,blcmr,1991,108,1991-08-13,biomdry_Mgha,vine,3.50899111793161
rosen lab,blcmr,1991,108,1991-08-13,biomdry_Mgha,wholeplant,13.433191196612649
rosen lab,blcmr,1991,108,1991-09-05,biomdry_Mgha,tuber,12.5751132892236
rosen lab,blcmr,1991,108,1991-09-05,biomdry_Mgha,vine,3.65977214310609
rosen lab,blcmr,1991,108,1991-09-05,biomdry_Mgha,wholeplant,16.23488543232969
rosen lab,blcmr,1991,109,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,109,1991-05-31,biomdry_Mgha,vine,0.253594553701077
rosen lab,blcmr,1991,109,1991-05-31,biomdry_Mgha,wholeplant,0.253594553701077
rosen lab,blcmr,1991,109,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,109,1991-06-12,biomdry_Mgha,vine,0.409023401398607
rosen lab,blcmr,1991,109,1991-06-12,biomdry_Mgha,wholeplant,0.409023401398607
rosen lab,blcmr,1991,109,1991-06-24,biomdry_Mgha,tuber,0.236803010063946
rosen lab,blcmr,1991,109,1991-06-24,biomdry_Mgha,vine,1.85136937497488
rosen lab,blcmr,1991,109,1991-06-24,biomdry_Mgha,wholeplant,2.088172385038826
rosen lab,blcmr,1991,109,1991-07-02,biomdry_Mgha,tuber,0.611382400446531
rosen lab,blcmr,1991,109,1991-07-02,biomdry_Mgha,vine,4.24092761297664
rosen lab,blcmr,1991,109,1991-07-02,biomdry_Mgha,wholeplant,4.852310013423171
rosen lab,blcmr,1991,109,1991-07-16,biomdry_Mgha,tuber,1.07637750188406
rosen lab,blcmr,1991,109,1991-07-16,biomdry_Mgha,vine,1.70498207596587
rosen lab,blcmr,1991,109,1991-07-16,biomdry_Mgha,wholeplant,2.78135957784993
rosen lab,blcmr,1991,109,1991-07-30,biomdry_Mgha,tuber,4.54231256926076
rosen lab,blcmr,1991,109,1991-07-30,biomdry_Mgha,vine,3.83190421157803
rosen lab,blcmr,1991,109,1991-07-30,biomdry_Mgha,wholeplant,8.37421678083879
rosen lab,blcmr,1991,109,1991-08-13,biomdry_Mgha,tuber,6.80270534563425
rosen lab,blcmr,1991,109,1991-08-13,biomdry_Mgha,vine,3.70273874994976
rosen lab,blcmr,1991,109,1991-08-13,biomdry_Mgha,wholeplant,10.50544409558401
rosen lab,blcmr,1991,109,1991-09-05,biomdry_Mgha,tuber,13.3484763452574
rosen lab,blcmr,1991,109,1991-09-05,biomdry_Mgha,vine,5.43329074301077
rosen lab,blcmr,1991,109,1991-09-05,biomdry_Mgha,wholeplant,18.781767088268168
rosen lab,blcmr,1991,110,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,110,1991-05-31,biomdry_Mgha,vine,0.343149116844554
rosen lab,blcmr,1991,110,1991-05-31,biomdry_Mgha,wholeplant,0.343149116844554
rosen lab,blcmr,1991,110,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,110,1991-06-12,biomdry_Mgha,vine,0.731936719214734
rosen lab,blcmr,1991,110,1991-06-12,biomdry_Mgha,wholeplant,0.731936719214734
rosen lab,blcmr,1991,110,1991-06-24,biomdry_Mgha,tuber,0.75346429615278
rosen lab,blcmr,1991,110,1991-06-24,biomdry_Mgha,vine,2.26039277637349
rosen lab,blcmr,1991,110,1991-06-24,biomdry_Mgha,wholeplant,3.01385707252627
rosen lab,blcmr,1991,110,1991-07-02,biomdry_Mgha,tuber,1.21630669593893
rosen lab,blcmr,1991,110,1991-07-02,biomdry_Mgha,vine,2.10970029823143
rosen lab,blcmr,1991,110,1991-07-02,biomdry_Mgha,wholeplant,3.32600699417036
rosen lab,blcmr,1991,110,1991-07-16,biomdry_Mgha,tuber,5.57563514143843
rosen lab,blcmr,1991,110,1991-07-16,biomdry_Mgha,vine,3.16261193984633
rosen lab,blcmr,1991,110,1991-07-16,biomdry_Mgha,wholeplant,8.73824708128476
rosen lab,blcmr,1991,110,1991-07-30,biomdry_Mgha,tuber,2.17428246862131
rosen lab,blcmr,1991,110,1991-07-30,biomdry_Mgha,vine,1.67914875947052
rosen lab,blcmr,1991,110,1991-07-30,biomdry_Mgha,wholeplant,3.85343122809183
rosen lab,blcmr,1991,110,1991-08-13,biomdry_Mgha,tuber,9.17073656712222
rosen lab,blcmr,1991,110,1991-08-13,biomdry_Mgha,vine,1.7652590672227
rosen lab,blcmr,1991,110,1991-08-13,biomdry_Mgha,wholeplant,10.93599563434492
rosen lab,blcmr,1991,110,1991-09-05,biomdry_Mgha,tuber,12.0474290184475
rosen lab,blcmr,1991,110,1991-09-05,biomdry_Mgha,vine,3.57728890113744
rosen lab,blcmr,1991,110,1991-09-05,biomdry_Mgha,wholeplant,15.62471791958494
rosen lab,blcmr,1991,201,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,201,1991-05-31,biomdry_Mgha,vine,0.329371534855115
rosen lab,blcmr,1991,201,1991-05-31,biomdry_Mgha,wholeplant,0.329371534855115
rosen lab,blcmr,1991,201,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,201,1991-06-12,biomdry_Mgha,vine,0.236803010063946
rosen lab,blcmr,1991,201,1991-06-12,biomdry_Mgha,wholeplant,0.236803010063946
rosen lab,blcmr,1991,201,1991-06-24,biomdry_Mgha,tuber,0.344440782669322
rosen lab,blcmr,1991,201,1991-06-24,biomdry_Mgha,vine,1.01179488315477
rosen lab,blcmr,1991,201,1991-06-24,biomdry_Mgha,wholeplant,1.3562356658240922
rosen lab,blcmr,1991,201,1991-07-02,biomdry_Mgha,tuber,1.95254837011701
rosen lab,blcmr,1991,201,1991-07-02,biomdry_Mgha,vine,1.14095989644364
rosen lab,blcmr,1991,201,1991-07-02,biomdry_Mgha,wholeplant,3.09350826656065
rosen lab,blcmr,1991,201,1991-07-16,biomdry_Mgha,tuber,3.5520462718077
rosen lab,blcmr,1991,201,1991-07-16,biomdry_Mgha,vine,1.56139353569033
rosen lab,blcmr,1991,201,1991-07-16,biomdry_Mgha,wholeplant,5.11343980749803
rosen lab,blcmr,1991,201,1991-07-30,biomdry_Mgha,tuber,7.74991761005974
rosen lab,blcmr,1991,201,1991-07-30,biomdry_Mgha,vine,2.49719556226773
rosen lab,blcmr,1991,201,1991-07-30,biomdry_Mgha,wholeplant,10.24711317232747
rosen lab,blcmr,1991,201,1991-08-13,biomdry_Mgha,tuber,7.01798111501471
rosen lab,blcmr,1991,201,1991-08-13,biomdry_Mgha,vine,0.96873972927868
rosen lab,blcmr,1991,201,1991-08-13,biomdry_Mgha,wholeplant,7.98672084429339
rosen lab,blcmr,1991,201,1991-09-05,biomdry_Mgha,tuber,9.13266246403167
rosen lab,blcmr,1991,201,1991-09-05,biomdry_Mgha,vine,2.32814806889971
rosen lab,blcmr,1991,201,1991-09-05,biomdry_Mgha,wholeplant,11.46081053293138
rosen lab,blcmr,1991,202,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,202,1991-05-31,biomdry_Mgha,vine,0.128734719545264
rosen lab,blcmr,1991,202,1991-05-31,biomdry_Mgha,wholeplant,0.128734719545264
rosen lab,blcmr,1991,202,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,202,1991-06-12,biomdry_Mgha,vine,0.538188750942028
rosen lab,blcmr,1991,202,1991-06-12,biomdry_Mgha,wholeplant,0.538188750942028
rosen lab,blcmr,1991,202,1991-06-24,biomdry_Mgha,tuber,0.150692814396615
rosen lab,blcmr,1991,202,1991-06-24,biomdry_Mgha,vine,2.75552648552428
rosen lab,blcmr,1991,202,1991-06-24,biomdry_Mgha,wholeplant,2.906219299920895
rosen lab,blcmr,1991,202,1991-07-02,biomdry_Mgha,tuber,0.787908307168801
rosen lab,blcmr,1991,202,1991-07-02,biomdry_Mgha,vine,2.6478891612583
rosen lab,blcmr,1991,202,1991-07-02,biomdry_Mgha,wholeplant,3.435797468427101
rosen lab,blcmr,1991,202,1991-07-16,biomdry_Mgha,tuber,1.7652590672227
rosen lab,blcmr,1991,202,1991-07-16,biomdry_Mgha,vine,3.99077664215775
rosen lab,blcmr,1991,202,1991-07-16,biomdry_Mgha,wholeplant,5.75603570938045
rosen lab,blcmr,1991,202,1991-07-30,biomdry_Mgha,tuber,7.40547749989952
rosen lab,blcmr,1991,202,1991-07-30,biomdry_Mgha,vine,5.51105297104855
rosen lab,blcmr,1991,202,1991-07-30,biomdry_Mgha,wholeplant,12.916530470948071
rosen lab,blcmr,1991,202,1991-08-13,biomdry_Mgha,tuber,4.64995101437525
rosen lab,blcmr,1991,202,1991-08-13,biomdry_Mgha,vine,5.05897441577385
rosen lab,blcmr,1991,202,1991-08-13,biomdry_Mgha,wholeplant,9.708925430149101
rosen lab,blcmr,1991,202,1991-09-05,biomdry_Mgha,tuber,10.6321223943651
rosen lab,blcmr,1991,202,1991-09-05,biomdry_Mgha,vine,4.79845335452564
rosen lab,blcmr,1991,202,1991-09-05,biomdry_Mgha,wholeplant,15.430575748890739
rosen lab,blcmr,1991,203,1991-05-31,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,203,1991-05-31,biomdry_Mgha,vine,0.136269399494793
rosen lab,blcmr,1991,203,1991-05-31,biomdry_Mgha,wholeplant,0.136269399494793
rosen lab,blcmr,1991,203,1991-06-12,biomdry_Mgha,tuber,0
rosen lab,blcmr,1991,203,1991-06-12,biomdry_Mgha,vine,0.96873972927868
rosen lab,blcmr,1991,203,1991-06-12,biomdry_Mgha,wholeplant,0.96873972927868
rosen lab,blcmr,1991,203,1991-06-24,biomdry_Mgha,tuber,0.452078555274698
rosen lab,blcmr,1991,203,1991-06-24,biomdry_Mgha,vine,3.18607690343667
rosen lab,blcmr,1991,203,1991-06-24,biomdry_Mgha,wholeplant,3.638155458711368
rosen lab,blcmr,1991,203,1991-07-02,biomdry_Mgha,tuber,2.29914275111652
rosen lab,blcmr,1991,203,1991-07-02,biomdry_Mgha,vine,3.44440782669322
rosen lab,blcmr,1991,203,1991-07-02,biomdry_Mgha,wholeplant,5.74355057780974
rosen lab,blcmr,1991,203,1991-07-16,biomdry_Mgha,tuber,2.99232927141852
rosen lab,blcmr,1991,203,1991-07-16,biomdry_Mgha,vine,1.6119830332614
rosen lab,blcmr,1991,203,1991-07-16,biomdry_Mgha,wholeplant,4.60431230467992
rosen lab,blcmr,1991,203,1991-07-30,biomdry_Mgha,tuber,6.04924183407543
rosen lab,blcmr,1991,203,1991-07-30,biomdry_Mgha,vine,4.32703792072882
rosen lab,blcmr,1991,203,1991-07-30,biomdry_Mgha,wholeplant,10.376279754804251
rosen lab,blcmr,1991,203,1991-08-13,biomdry_Mgha,tuber,9.55823183115853
rosen lab,blcmr,1991,203,1991-08-13,biomdry_Mgha,vine,3.50899111793161
rosen lab,blcmr,1991,203,1991-08-13,biomdry_Mgha,wholeplant,13.067222949090139
rosen lab,blcmr,1991,203,1991-09-05,biomdry_Mgha,tuber,11.8396461213671
rosen lab,blcmr,1991,203,1991-09-05,biomdry_Mgha,vine,4.99044349607761
