study,location,variety,rate_n_kgha,Date,W,N
Bohman,Minnesota,Russet Burbank,167.18376362387949,2016-08-02,9.964673247304885,1.7332646869562707
Bohman,Minnesota,Russet Burbank,234.43471868533447,2016-08-02,10.40861873922008,2.0238194192985857
Bohman,Minnesota,Russet Burbank,309.9251894706073,2016-08-02,11.080083587469877,2.5670386329496107
Bohman,Minnesota,Russet Burbank,44.83397004097,2016-08-09,9.909298848315602,1.0313525085648851
Bohman,Minnesota,Russet Burbank,167.18376362387949,2016-08-09,11.654723114012178,1.6953453002802727
Bohman,Minnesota,Russet Burbank,234.43471868533447,2016-08-09,10.643637735088943,2.150915054959456
Bohman,Minnesota,Russet Burbank,309.9251894706073,2016-08-09,12.029492225644345,2.3817190360631204
Bohman,Minnesota,Russet Burbank,44.83397004097,2016-09-13,10.65549027788482,0.9217484540979969
Bohman,Minnesota,Russet Burbank,167.18376362387949,2016-09-13,13.38936676575981,1.2418002057264932
Bohman,Minnesota,Russet Burbank,234.43471868533447,2016-09-13,17.784886790492827,1.5825231290390798
Bohman,Minnesota,Russet Burbank,309.9251894706073,2016-09-13,16.216491125767142,1.538014078930781
Bohman,Minnesota,Russet Burbank,44.83397004097,2020-06-24,2.158394488468949,3.1173737439639284
Bohman,Minnesota,Russet Burbank,136.94856113019733,2020-06-24,2.7585179500027444,4.050090996567808
Bohman,Minnesota,Russet Burbank,185.00289007613077,2020-06-24,2.3580412059425324,4.329443805846565
Bohman,Minnesota,Russet Burbank,196.21138258637325,2020-06-24,2.6699693126816952,4.384082769152157
Bohman,Minnesota,Russet Burbank,233.0572190220642,2020-06-24,2.262753670442237,4.568174549749736
Bohman,Minnesota,Russet Burbank,56.0424625512125,2020-07-07,5.213852805000787,1.6991229800588181
Bohman,Minnesota,Russet Burbank,146.84631535452553,2020-07-07,5.211332259918937,3.007334876071879
Bohman,Minnesota,Russet Burbank,210.0682385004327,2020-07-07,5.265202881077707,3.1845018981391147
Bohman,Minnesota,Russet Burbank,232.4852235209177,2020-07-07,5.553513781870255,3.340160865766299
Bohman,Minnesota,Russet Burbank,273.2901616463399,2020-07-07,5.109762293694797,3.598590120660874
Bohman,Minnesota,Russet Burbank,56.0424625512125,2020-07-22,8.35201945184873,1.176623077174452
Bohman,Minnesota,Russet Burbank,147.39800908740074,2020-07-22,9.647819845487211,1.826873385673897
Bohman,Minnesota,Russet Burbank,222.04910223670052,2020-07-22,9.4657879712822,2.026557763146408
Bohman,Minnesota,Russet Burbank,255.67457976742804,2020-07-22,9.075108937188878,2.4635201619673976
Bohman,Minnesota,Russet Burbank,296.70019538600036,2020-07-22,8.319667207560533,2.7936622439531655
Bohman,Minnesota,Russet Burbank,56.0424625512125,2020-08-04,12.838294067131097,1.0226675002894634
Bohman,Minnesota,Russet Burbank,147.39800908740074,2020-08-04,13.804032068444728,1.4178093302378318
Bohman,Minnesota,Russet Burbank,233.25759474694303,2020-08-04,13.473863864809413,1.5648624998130523
Bohman,Minnesota,Russet Burbank,255.67457976742804,2020-08-04,13.615472507816897,1.850684456677511
Bohman,Minnesota,Russet Burbank,278.09156478791306,2020-08-04,15.344617520941693,1.9427740002215543
Bohman,Minnesota,Russet Burbank,319.1171804064853,2020-08-04,12.722354420188974,2.223050880542065
Bohman,Minnesota,Russet Burbank,44.83397004097,2019-06-25,2.0315965958792765,2.882839927017356
Bohman,Minnesota,Russet Burbank,89.66794008194,2019-06-25,2.434166489574635,3.9896675723423893
Bohman,Minnesota,Russet Burbank,156.918895143395,2019-06-25,2.0224233603336894,4.260117550313235
Bohman,Minnesota,Russet Burbank,224.16985020485,2019-06-25,1.9126554909238296,4.89055240395234
Bohman,Minnesota,Russet Burbank,44.83397004097,2019-07-09,4.82082376006687,1.5804469076613505
Bohman,Minnesota,Russet Burbank,100.87643259218251,2019-07-09,5.650492645822718,1.9203021153392899
Bohman,Minnesota,Russet Burbank,156.918895143395,2019-07-09,5.285075723125871,1.9510883867110325
Bohman,Minnesota,Russet Burbank,179.33588016388,2019-07-09,5.252473453753872,2.225298608084965
Bohman,Minnesota,Russet Burbank,246.586835225335,2019-07-09,5.647236456093992,2.6551850885325465
Bohman,Minnesota,Russet Burbank,44.83397004097,2019-07-23,9.18681068895714,0.9282920135762673
Bohman,Minnesota,Russet Burbank,123.2934176126675,2019-07-23,10.092200387585386,1.415301328640249
Bohman,Minnesota,Russet Burbank,156.918895143395,2019-07-23,8.629517704059465,1.2865191360370611
Bohman,Minnesota,Russet Burbank,179.33588016388,2019-07-23,9.460972881801972,1.2805935061558313
Bohman,Minnesota,Russet Burbank,201.75286518436502,2019-07-23,9.295441683514417,1.648054793871544
Bohman,Minnesota,Russet Burbank,280.2123127560625,2019-07-23,8.905627881639873,1.962356030584141
Bohman,Minnesota,Russet Burbank,44.83397004097,2019-08-06,9.758620968867815,0.8595201691962366
Bohman,Minnesota,Russet Burbank,156.918895143395,2019-08-06,10.397661390598884,1.1801479232392025
Bohman,Minnesota,Russet Burbank,224.16985020485,2019-08-06,10.869984605079564,1.4321173475967865
Bohman,Minnesota,Russet Burbank,246.586835225335,2019-08-06,12.727129228692277,1.353760573337947
Bohman,Minnesota,Russet Burbank,269.00382024582,2019-08-06,14.52140364533555,1.5448301361585974
Bohman,Minnesota,Russet Burbank,291.420805266305,2019-08-06,12.57355144209054,1.6874215777837613
Bohman,Minnesota,Russet Burbank,336.254775307275,2019-08-06,11.101414052032945,1.823138299219292
Bohman,Minnesota,Russet Burbank,44.83397004097,2019-08-21,10.918277072233412,0.6758208236788735
Bohman,Minnesota,Russet Burbank,156.918895143395,2019-08-21,13.23653361404977,0.8932526810577982
Bohman,Minnesota,Russet Burbank,246.586835225335,2019-08-21,13.538152995055706,1.1708570064068644
Bohman,Minnesota,Russet Burbank,291.420805266305,2019-08-21,12.258938426605347,1.3019709353457394
Bohman,Minnesota,Russet Burbank,336.254775307275,2019-08-21,13.006253863444778,1.3642650593386285
Bohman,Minnesota,Russet Burbank,44.83397004097,2019-09-16,10.667677437889918,0.8603914924084618
Bohman,Minnesota,Russet Burbank,156.918895143395,2019-09-16,12.51078620231869,0.8388351455712815
Bohman,Minnesota,Russet Burbank,246.586835225335,2019-09-16,13.751333340790215,1.0396080137581494
Bohman,Minnesota,Russet Burbank,291.420805266305,2019-09-16,13.216873016533663,1.1440300606073341
Bohman,Minnesota,Russet Burbank,336.254775307275,2019-09-16,12.535259981583044,1.1080622775787417
Bohman,Minnesota,Clearwater,115.14419248636194,2018-06-26,1.2817023099943101,5.092448728051297
Bohman,Minnesota,Clearwater,185.45441493175372,2018-06-26,2.7804304039172107,4.946622401498275
Bohman,Minnesota,Clearwater,255.7646373771456,2018-06-26,1.2007896644495908,5.758937131072163
Bohman,Minnesota,Russet Burbank,115.14419248636194,2018-06-26,3.910960030170081,4.380234742869425
Bohman,Minnesota,Russet Burbank,185.45441493175372,2018-06-26,4.504820668772213,4.724659570517021
Bohman,Minnesota,Russet Burbank,255.7646373771456,2018-06-26,3.6319006940352687,4.894317733307035
Bohman,Minnesota,Umatilla,115.14419248636194,2018-06-26,1.8476297908920636,4.992155764856762
Bohman,Minnesota,Umatilla,185.45441493175372,2018-06-26,1.6580014593728332,5.479330158756937
Bohman,Minnesota,Umatilla,255.7646373771456,2018-06-26,1.5935911202547157,5.507567114279821
Bohman,Minnesota,Clearwater,125.76915688374946,2018-07-10,3.8492166749342185,2.3644218955000538
Bohman,Minnesota,Clearwater,217.91283623677126,2018-07-10,4.04919546081147,3.1127183402284926
Bohman,Minnesota,Clearwater,310.0565155897931,2018-07-10,4.155510272462199,3.427932316124262
Bohman,Minnesota,Russet Burbank,125.76915688374946,2018-07-10,7.460091752401524,1.9715003937014546
Bohman,Minnesota,Russet Burbank,217.91283623677126,2018-07-10,9.40133291599115,2.659115613743406
Bohman,Minnesota,Russet Burbank,310.0565155897931,2018-07-10,8.691435259669307,2.963004703666584
Bohman,Minnesota,Umatilla,125.76915688374946,2018-07-10,4.334643678882993,2.1239374818252394
Bohman,Minnesota,Umatilla,217.91283623677126,2018-07-10,6.246783406455171,3.2375000342652323
Bohman,Minnesota,Umatilla,310.0565155897931,2018-07-10,5.275413164379718,3.605661605485718
Bohman,Minnesota,Clearwater,127.35138795141457,2018-07-18,4.99289911968449,1.6991072615713816
Bohman,Minnesota,Clearwater,232.28579088234397,2018-07-18,5.118692912032514,2.3275321302235663
Bohman,Minnesota,Clearwater,337.2201938132734,2018-07-18,5.64831264326868,2.9811972782440495
Bohman,Minnesota,Russet Burbank,127.35138795141457,2018-07-18,8.351531263788887,1.5576320375518224
Bohman,Minnesota,Russet Burbank,232.28579088234397,2018-07-18,8.318821657003086,2.468832684091765
Bohman,Minnesota,Russet Burbank,337.2201938132734,2018-07-18,9.45360758731872,2.9020598776298376
Bohman,Minnesota,Umatilla,127.35138795141457,2018-07-18,6.28713531200906,1.5097455354653881
Bohman,Minnesota,Umatilla,232.28579088234397,2018-07-18,7.882721172773686,2.150456366804794
Bohman,Minnesota,Umatilla,337.2201938132734,2018-07-18,5.28319139893464,2.710374757436672
Bohman,Minnesota,Clearwater,127.35138795141457,2018-08-01,6.6847812313270865,1.2386496213635918
Bohman,Minnesota,Clearwater,254.70277590282896,2018-08-01,7.473634644033647,1.7431464355771453
Bohman,Minnesota,Clearwater,382.05416385424337,2018-08-01,10.17574570012301,2.1341600343013627
Bohman,Minnesota,Russet Burbank,127.35138795141457,2018-08-01,13.414493897195053,1.3074347388020198
Bohman,Minnesota,Russet Burbank,254.70277590282896,2018-08-01,14.63180534182608,1.9623665845633835
Bohman,Minnesota,Russet Burbank,382.05416385424337,2018-08-01,11.96376939024205,2.2739517082430867
Bohman,Minnesota,Umatilla,127.35138795141457,2018-08-01,9.267201381457102,1.2097738807542793
Bohman,Minnesota,Umatilla,254.70277590282896,2018-08-01,8.093074304268757,1.7706447995855763
Bohman,Minnesota,Umatilla,382.05416385424337,2018-08-01,9.50881771904191,2.458162394705752
Bohman,Minnesota,Clearwater,127.35138795141457,2018-09-13,11.094620130887419,0.9713957032637478
Bohman,Minnesota,Clearwater,254.70277590282896,2018-09-13,12.035915718000506,1.4005328248392213
Bohman,Minnesota,Clearwater,382.05416385424337,2018-09-13,13.479127136665166,1.7078969270921036
Bohman,Minnesota,Russet Burbank,127.35138795141457,2018-09-13,15.909344600465907,1.0604067717692147
Bohman,Minnesota,Russet Burbank,254.70277590282896,2018-09-13,16.70015029031309,1.3680890409560078
Bohman,Minnesota,Russet Burbank,382.05416385424337,2018-09-13,17.559249301113685,1.509215413777153
Bohman,Minnesota,Umatilla,127.35138795141457,2018-09-13,11.84131663231637,1.0308980682826414
Bohman,Minnesota,Umatilla,254.70277590282896,2018-09-13,14.584037320060286,1.324346485083327
Bohman,Minnesota,Umatilla,382.05416385424337,2018-09-13,15.36506337275373,1.692073198218731
Bohman,Minnesota,Clearwater,106.44140421648328,2019-06-26,1.2363956932221463,5.958109083074824
Bohman,Minnesota,Clearwater,168.04883839199644,2019-06-26,1.2724611271829098,5.992302114602809
Bohman,Minnesota,Clearwater,229.65627256750963,2019-06-26,1.2213389201566673,6.643944039371113
Bohman,Minnesota,Russet Burbank,106.44140421648328,2019-06-26,2.4010691803705093,4.838681565828045
Bohman,Minnesota,Russet Burbank,168.04883839199644,2019-06-26,2.242433828382969,5.557409008599221
Bohman,Minnesota,Russet Burbank,229.65627256750963,2019-06-26,2.6392371912267913,5.495359054723767
Bohman,Minnesota,Umatilla,106.44140421648328,2019-06-26,1.698992227791405,5.383650843198737
Bohman,Minnesota,Umatilla,168.04883839199644,2019-06-26,1.651744854948576,5.83426586445797
Bohman,Minnesota,Umatilla,229.65627256750963,2019-06-26,1.848005222488378,6.002340844979267
Bohman,Minnesota,Clearwater,120.53124964947078,2019-07-11,3.6184638870202335,3.093094669288412
Bohman,Minnesota,Clearwater,207.4370217682139,2019-07-11,2.846156146293816,3.5991694857104735
Bohman,Minnesota,Clearwater,294.3427938869571,2019-07-11,3.32653230957991,4.2700906692410125
Bohman,Minnesota,Russet Burbank,120.53124964947078,2019-07-11,5.7422551018658865,2.53463006623096
Bohman,Minnesota,Russet Burbank,207.4370217682139,2019-07-11,5.695368301287725,3.15773786556181
Bohman,Minnesota,Russet Burbank,294.3427938869571,2019-07-11,5.793868549971498,3.8802063490813263
Bohman,Minnesota,Umatilla,120.53124964947078,2019-07-11,5.24601755727147,2.8150549349036433
Bohman,Minnesota,Umatilla,207.4370217682139,2019-07-11,5.350525037535327,3.3217852038712317
Bohman,Minnesota,Umatilla,294.3427938869571,2019-07-11,4.699314660708174,4.294533368380579
Bohman,Minnesota,Clearwater,126.25982943610518,2019-07-24,4.295690369460174,2.062905265146945
Bohman,Minnesota,Clearwater,230.10267385172517,2019-07-24,5.007844937061873,2.6646981083468027
Bohman,Minnesota,Clearwater,333.9455182673453,2019-07-24,5.188526959057214,3.396002340729734
Bohman,Minnesota,Russet Burbank,126.25982943610518,2019-07-24,8.526800513871876,1.716107635656601
Bohman,Minnesota,Russet Burbank,230.10267385172517,2019-07-24,8.008740498535023,2.343611416785619
Bohman,Minnesota,Russet Burbank,333.9455182673453,2019-07-24,9.011337123142136,2.7068165418224472
Bohman,Minnesota,Umatilla,126.25982943610518,2019-07-24,8.274033084567636,1.6832834767261313
Bohman,Minnesota,Umatilla,230.10267385172517,2019-07-24,8.23873134633831,2.196827752292148
Bohman,Minnesota,Umatilla,333.9455182673453,2019-07-24,7.43312970692178,3.0425670544052044
Bohman,Minnesota,Clearwater,126.87381216631364,2019-08-07,7.389771264914124,1.560396081284654
Bohman,Minnesota,Clearwater,253.7476243326271,2019-08-07,6.23627780585832,2.2148620189761106
Bohman,Minnesota,Clearwater,380.6214364989406,2019-08-07,6.531071558115066,2.603326691213904
Bohman,Minnesota,Russet Burbank,126.87381216631364,2019-08-07,12.222777946894613,1.418881277296503
Bohman,Minnesota,Russet Burbank,253.7476243326271,2019-08-07,10.839279728749863,1.7592735447772327
Bohman,Minnesota,Russet Burbank,380.6214364989406,2019-08-07,10.140809681830508,2.267777503479935
Bohman,Minnesota,Umatilla,126.87381216631364,2019-08-07,12.416875293712744,1.4445690442287606
Bohman,Minnesota,Umatilla,253.7476243326271,2019-08-07,10.897550535180518,1.8693842028009573
Bohman,Minnesota,Umatilla,380.6214364989406,2019-08-07,10.295959534069887,2.3618435220734546
Bohman,Minnesota,Clearwater,126.87381216631364,2019-09-16,12.14532367721723,0.9887654986516653
Bohman,Minnesota,Clearwater,253.7476243326271,2019-09-16,11.956092791086927,1.0393237550174792
Bohman,Minnesota,Clearwater,380.6214364989406,2019-09-16,11.899194101138704,1.5253760411614161
Bohman,Minnesota,Russet Burbank,126.87381216631364,2019-09-16,13.201008815304306,0.9629953462941055
Bohman,Minnesota,Russet Burbank,253.7476243326271,2019-09-16,13.316146980914251,1.1018386093465518
Bohman,Minnesota,Russet Burbank,380.6214364989406,2019-09-16,12.785891777934214,1.256250017408642
Bohman,Minnesota,Umatilla,126.87381216631364,2019-09-16,13.648763291628004,1.0476155987518274
Bohman,Minnesota,Umatilla,253.7476243326271,2019-09-16,13.19313379682434,1.1760604990053154
Bohman,Minnesota,Umatilla,380.6214364989406,2019-09-16,14.133299707750927,1.295737501729627
Bohman,Minnesota,Dakota Russet,118.51300561823997,2014-06-30,1.69979822925,3.555406869644768
Bohman,Minnesota,Dakota Russet,152.61896313487378,2014-06-30,1.702040707125,4.169863405002558
Bohman,Minnesota,Dakota Russet,186.7249206515076,2014-06-30,1.780975928325,4.494738032805625
Bohman,Minnesota,Dakota Russet,220.8308781681414,2014-06-30,2.025256518175,4.2815875061563755
Bohman,Minnesota,Dakota Russet,254.93683568477525,2014-06-30,1.3426462530249998,5.046861336497861
Bohman,Minnesota,Easton,118.51300561823997,2014-06-30,2.0254060167,3.215791117407492
Bohman,Minnesota,Easton,152.61896313487378,2014-06-30,1.7156450729000001,4.15294408120964
Bohman,Minnesota,Easton,186.7249206515076,2014-06-30,1.80564318495,3.823438157411607
Bohman,Minnesota,Easton,220.8308781681414,2014-06-30,1.6199660168999999,4.263823832296883
Bohman,Minnesota,Easton,254.93683568477525,2014-06-30,1.6908283177499999,4.164902021718298
Bohman,Minnesota,Russet Burbank,118.51300561823997,2014-06-30,1.931520943,3.705478471949932
Bohman,Minnesota,Russet Burbank,152.61896313487378,2014-06-30,1.5667445420000001,4.192174421476118
Bohman,Minnesota,Russet Burbank,186.7249206515076,2014-06-30,1.9431818279500002,3.1868350515455353
Bohman,Minnesota,Russet Burbank,220.8308781681414,2014-06-30,1.8812894386,4.50370780165978
Bohman,Minnesota,Russet Burbank,254.93683568477525,2014-06-30,2.6150281993,3.8920046609872316
Bohman,Minnesota,Dakota Russet,125.85783502907258,2014-07-15,5.0044153382457175,1.7680006543998363
Bohman,Minnesota,Dakota Russet,173.72641815932752,2014-07-15,4.979704692975145,2.3829402397365755
Bohman,Minnesota,Dakota Russet,221.59500128958248,2014-07-15,4.866270645638222,2.895627785296198
Bohman,Minnesota,Dakota Russet,269.4635844198374,2014-07-15,4.856599342926808,2.94368839332326
Bohman,Minnesota,Dakota Russet,317.3321675500924,2014-07-15,4.61041580717236,2.998059410835998
Bohman,Minnesota,Easton,125.85783502907258,2014-07-15,4.686680744381645,1.7408049838313775
Bohman,Minnesota,Easton,173.72641815932752,2014-07-15,4.907569493115775,2.0441542386662936
Bohman,Minnesota,Easton,221.59500128958248,2014-07-15,4.702288048138137,2.61140760106119
Bohman,Minnesota,Easton,269.4635844198374,2014-07-15,4.199038842033063,2.7720229985044016
Bohman,Minnesota,Easton,317.3321675500924,2014-07-15,4.750529661982325,3.0913979903618767
Bohman,Minnesota,Russet Burbank,125.85783502907258,2014-07-15,5.122179516613967,1.8467453130157125
Bohman,Minnesota,Russet Burbank,173.72641815932752,2014-07-15,5.096988173686885,2.1846002725175797
Bohman,Minnesota,Russet Burbank,221.59500128958248,2014-07-15,5.421293377838127,2.815493566111126
Bohman,Minnesota,Russet Burbank,269.4635844198374,2014-07-15,5.395161551684232,3.3905249487945235
Bohman,Minnesota,Russet Burbank,317.3321675500924,2014-07-15,6.829190798029833,3.1052892317386243
Bohman,Minnesota,Dakota Russet,127.14279212476549,2014-07-24,7.106341480371645,1.3350264525725253
Bohman,Minnesota,Dakota Russet,180.85660902050384,2014-07-24,7.176515486747415,1.6102666741935345
Bohman,Minnesota,Dakota Russet,234.5704259162422,2014-07-24,8.019251106756332,2.0257080847535613
Bohman,Minnesota,Dakota Russet,288.2842428119805,2014-07-24,6.7422191867488674,2.4709804689055317
Bohman,Minnesota,Dakota Russet,341.9980597077189,2014-07-24,7.63767906608209,2.5325514199341828
Bohman,Minnesota,Easton,127.14279212476549,2014-07-24,6.544984982447479,1.3340450794298335
Bohman,Minnesota,Easton,180.85660902050384,2014-07-24,8.618070257964566,1.3308927264307844
Bohman,Minnesota,Easton,234.5704259162422,2014-07-24,7.308200527319567,1.9810475679511128
Bohman,Minnesota,Easton,288.2842428119805,2014-07-24,6.684354235242362,2.379239843588877
Bohman,Minnesota,Easton,341.9980597077189,2014-07-24,8.069944861807233,2.6752002129579773
Bohman,Minnesota,Russet Burbank,127.14279212476549,2014-07-24,7.691785737374512,1.220388182349441
Bohman,Minnesota,Russet Burbank,180.85660902050384,2014-07-24,9.584817945939236,1.510098021608535
Bohman,Minnesota,Russet Burbank,234.5704259162422,2014-07-24,7.45387742874002,1.913376266473304
Bohman,Minnesota,Russet Burbank,288.2842428119805,2014-07-24,8.644374213246484,2.417071919651404
Bohman,Minnesota,Russet Burbank,341.9980597077189,2014-07-24,7.808606709368565,2.712444592373715
Bohman,Minnesota,Dakota Russet,127.14557850140764,2014-08-11,9.497132618015085,1.0227945278617716
Bohman,Minnesota,Dakota Russet,187.12209432206183,2014-08-11,10.22827524914352,1.1099209679155315
Bohman,Minnesota,Dakota Russet,247.09861014271604,2014-08-11,9.769025176679564,1.4810795141038149
Bohman,Minnesota,Dakota Russet,307.0751259633702,2014-08-11,10.358907216569138,1.8028581118241296
