owner,study,year,location,variety,rate_n_kgha,date,W,N
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-06-12,0.8933933220803727,5.252499969110982
Bohman,blcmr,1991,Minnesota,Russet Burbank,89.66794008194,1991-06-12,1.060231819180524,4.212499966975405
Bohman,blcmr,1991,Minnesota,Russet Burbank,89.66794008194,1991-06-12,0.5274249624730055,4.3124998365637275
Bohman,blcmr,1991,Minnesota,Russet Burbank,0,1991-06-24,1.17325159810526,2.5277990950447777
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-06-24,3.169931669072546,3.3956750725745346
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-06-24,2.276538262928532,4.438372925827334
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-06-24,3.008474870058414,3.790175635846301
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-06-24,2.943892209297312,3.392959655617622
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-06-24,2.911600998006914,4.148858510124943
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-06-24,2.351884944734725,3.851146906475187
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-06-24,1.948243297464567,3.824995691024543
Bohman,blcmr,1991,Minnesota,Russet Burbank,134.50191012291,1991-06-24,2.2603925942356016,3.708844875652675
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.33588016388,1991-06-24,2.125845532595556,4.051711763430132
Bohman,blcmr,1991,Minnesota,Russet Burbank,0,1991-07-02,1.760415264337394,1.721352845561798
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-07-02,3.462706407196623,2.462201206904895
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-07-02,2.7770540344411074,3.8990320123361224
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-07-02,4.941649289588785,3.130355033892525
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-07-02,3.7931546291319793,3.14292973102062
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-07-02,4.144053572797863,2.839025203296027
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-07-02,2.474592110864616,3.6748204046081723
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-07-02,4.93842018106929,2.1489889054545213
Bohman,blcmr,1991,Minnesota,Russet Burbank,134.50191012291,1991-07-02,4.4217586427895395,2.4045051075729558
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.33588016388,1991-07-02,3.240972757031732,3.1594238825159704
Bohman,blcmr,1991,Minnesota,Russet Burbank,0,1991-07-16,4.418637443960502,1.1596746787875856
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-07-16,8.157057425534603,1.2521639483663216
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-07-16,7.083855063314205,2.8658984803407805
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-07-16,6.546689254766292,2.1460932940346487
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-07-16,5.106066025352348,2.194239210375379
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-07-16,7.342131905630063,1.7331870613488507
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-07-16,6.197405117551067,2.303028244899007
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-07-16,7.193646378207347,1.502042281258922
Bohman,blcmr,1991,Minnesota,Russet Burbank,134.50191012291,1991-07-16,7.186272876273782,1.3575297520844485
Bohman,blcmr,1991,Minnesota,Russet Burbank,224.16985020485,1991-07-16,5.308640003144795,2.2081004755650833
Bohman,blcmr,1991,Minnesota,Russet Burbank,0,1991-07-30,6.70583169775245,1.0284646800796349
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-07-30,7.093327634297867,1.3359297536561336
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-07-30,8.471090877060005,2.036637324086059
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-07-30,10.973668753880439,2.1361263422494727
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-07-30,8.223523462060355,1.561987853211098
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-07-30,9.28375564551664,1.4746628750497761
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-07-30,7.13100075383338,1.077062040373421
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-07-30,9.525941306387846,1.0312717214700975
Bohman,blcmr,1991,Minnesota,Russet Burbank,134.50191012291,1991-07-30,9.068479876136184,1.258305379904079
Bohman,blcmr,1991,Minnesota,Russet Burbank,224.16985020485,1991-07-30,8.648692966480683,2.0362984746226522
Bohman,blcmr,1991,Minnesota,Russet Burbank,0,1991-08-13,8.438799343525657,0.5488366475548836
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-08-13,12.141538541814821,1.0489226546709407
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-08-13,11.388073909407494,2.256443917084742
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-08-13,13.739959027873736,2.0607335479872484
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-08-13,11.754042437142132,1.746220255897709
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-08-13,12.442922937674702,1.5806297059570704
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-08-13,11.700223214584895,1.6608651380313308
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-08-13,11.818624327319872,0.7921723792707331
Bohman,blcmr,1991,Minnesota,Russet Burbank,134.50191012291,1991-08-13,10.876794657659232,0.862396806139021
Bohman,blcmr,1991,Minnesota,Russet Burbank,224.16985020485,1991-08-13,10.769156772969009,1.2418054779269445
Bohman,blcmr,1991,Minnesota,Russet Burbank,0,1991-09-05,10.023232648923463,0.7780209448062342
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-09-05,15.915670578347328,0.7698986518460832
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-09-05,17.623692395476695,1.0519293587826268
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-09-05,17.86869586950607,0.9911569357179608
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.0038202458203,1991-09-05,17.403232701730072,0.9334760768543557
Bohman,blcmr,1991,Minnesota,Russet Burbank,269.00382024582,1991-09-05,16.458119226142536,0.882602622410545
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-09-05,17.858496148050477,0.9583031626195082
Bohman,blcmr,1991,Minnesota,Russet Burbank,179.3358801638802,1991-09-05,17.060664969008478,0.807776334116754
Bohman,blcmr,1991,Minnesota,Russet Burbank,134.50191012291,1991-09-05,16.246886917767704,0.8493794011332318
Bohman,blcmr,1991,Minnesota,Russet Burbank,224.16985020485,1991-09-05,16.93787601456269,1.1300966667579215
Bohman,blcmr,1992,Minnesota,Russet Burbank,0,1992-05-27,0.09552849516605824,4.7180001538133975
Bohman,blcmr,1992,Minnesota,Russet Burbank,89.6679400819401,1992-05-27,0.11038250363846056,4.94175049156119
Bohman,blcmr,1992,Minnesota,Russet Burbank,0,1992-05-27,0.10440860804345631,4.649750659903893
Bohman,blcmr,1992,Minnesota,Russet Burbank,44.83397004097,1992-05-27,0.1465487796540725,5.185750929356088
Bohman,blcmr,1992,Minnesota,Russet Burbank,89.6679400819401,1992-05-27,0.13476248311973638,4.985249223263022
Bohman,blcmr,1992,Minnesota,Russet Burbank,134.50191012291,1992-05-27,0.13487009018109253,5.554499972005303
Bohman,blcmr,1992,Minnesota,Russet Burbank,89.6679400819401,1992-05-27,0.131048935467165,5.50125115881003
Bohman,blcmr,1992,Minnesota,Russet Burbank,89.6679400819401,1992-05-27,0.11667930448117175,5.195750878927741
Bohman,blcmr,1992,Minnesota,Russet Burbank,44.83397004097,1992-05-27,0.1562899956089925,5.4650005939108155
Bohman,blcmr,1992,Minnesota,Russet Burbank,44.83397004097,1992-05-27,0.0946315221340439,5.63874978513579
Bohman,blcmr,1992,Minnesota,Russet Burbank,0,1992-06-10,0.6041706745016195,3.51454046296762
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-06-10,0.711593134069402,4.876796336806004
Bohman,blcmr,1992,Minnesota,Russet Burbank,134.50191012291,1992-06-10,0.7940077775872268,4.353770810048977
Bohman,blcmr,1992,Minnesota,Russet Burbank,156.918895143395,1992-06-10,0.8959766063740596,4.982165395132341
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-06-10,0.9353002395114836,5.196206185656647
Bohman,blcmr,1992,Minnesota,Russet Burbank,201.75286518436502,1992-06-10,0.8920298743148017,5.401151314142594
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-06-10,1.15183152370945,5.2703375911397625
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-06-10,1.066654292360477,4.932376685623165
Bohman,blcmr,1992,Minnesota,Russet Burbank,89.66794008194,1992-06-10,0.9129833582494471,4.763186480361942
Bohman,blcmr,1992,Minnesota,Russet Burbank,89.66794008194,1992-06-10,0.8309633839865569,5.031018661394136
Bohman,blcmr,1992,Minnesota,Russet Burbank,0,1992-06-25,2.4627518594850555,1.664238575703333
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-06-25,3.1254415488894765,3.851313512445135
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-06-25,3.7192425997951784,3.4874235446084505
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-06-25,4.441850833102419,3.346383302211267
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-06-25,3.6012001025414695,3.6408741085306358
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-06-25,4.369733450359966,3.8621455664912023
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-06-25,3.378031205857479,3.695270935736219
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-06-25,4.383726599539397,3.1623625173632854
Bohman,blcmr,1992,Minnesota,Russet Burbank,134.50191012291,1992-06-25,3.850560791096045,3.555458231677118
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.33588016388,1992-06-25,4.135083478201954,3.369708596004871
Bohman,blcmr,1992,Minnesota,Russet Burbank,0,1992-07-17,5.116381138162174,0.9959249878692231
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-07-17,9.186522877771727,2.1034865068015804
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-07-17,9.378835543482902,2.4048965221110166
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-07-17,10.146651240020637,2.348016936514978
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-07-17,9.321428765052158,2.3291454553970445
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-07-17,9.396775284335316,2.233161260075163
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-07-17,10.297344278586953,1.9687060049346974
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-07-17,9.052334333538717,1.6375967824518916
Bohman,blcmr,1992,Minnesota,Russet Burbank,134.50191012291,1992-07-17,9.572583455713183,1.6866761893589512
Bohman,blcmr,1992,Minnesota,Russet Burbank,224.16985020485,1992-07-17,10.189706674108852,1.965447318592715
Bohman,blcmr,1992,Minnesota,Russet Burbank,0,1992-08-05,6.960574280541538,0.8976433228066409
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-08-05,14.29429287307383,1.722312709034122
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-08-05,14.81812843027328,1.8205550825855306
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-08-05,15.855041080233622,1.6366378454322472
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-08-05,12.58644058428187,1.8136829014483273
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-08-05,12.726369554167043,1.7812920431475794
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-08-05,14.99752471794892,1.5499903654593554
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-08-05,12.600793329685049,1.2384355429301244
Bohman,blcmr,1992,Minnesota,Russet Burbank,134.50191012291,1992-08-05,13.199975406167683,1.281860647563401
Bohman,blcmr,1992,Minnesota,Russet Burbank,224.16985020485,1992-08-05,15.08004775003971,1.6184064540189647
Bohman,blcmr,1992,Minnesota,Russet Burbank,0,1992-08-26,8.438799259462021,1.1682921507763937
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-08-26,16.414755278501502,1.7218328996818284
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-08-26,13.942677931378753,1.615481032022911
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-08-26,17.8104557402069,1.491122196160751
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-08-26,14.99035044683831,1.5093678969497486
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-08-26,17.200510996103787,1.5556955729324127
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-08-26,16.680262714565693,1.5406518005487009
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-08-26,14.014432691606467,1.1983493784953634
Bohman,blcmr,1992,Minnesota,Russet Burbank,134.50191012291,1992-08-26,15.223565116434752,1.2646684494697196
Bohman,blcmr,1992,Minnesota,Russet Burbank,224.16985020485,1992-08-26,15.636178875828165,1.5654706789816417
Bohman,blcmr,1992,Minnesota,Russet Burbank,0,1992-09-08,8.473160860091223,0.6238527391933862
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-09-08,15.334971181736128,1.6902574174293086
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-09-08,16.29023298787495,1.5269798493263989
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-09-08,15.551115776840348,1.6676823178563067
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.0038202458203,1992-09-08,16.004995311503485,1.5432394923474333
Bohman,blcmr,1992,Minnesota,Russet Burbank,269.00382024582,1992-09-08,15.985784696566206,1.5919668368687876
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-09-08,14.221576873162551,1.5180880023388177
Bohman,blcmr,1992,Minnesota,Russet Burbank,179.3358801638802,1992-09-08,13.728500145200213,1.1553194798865518
Bohman,blcmr,1992,Minnesota,Russet Burbank,134.50191012291,1992-09-08,13.983100660440487,1.4937419786210198
Bohman,blcmr,1992,Minnesota,Russet Burbank,224.16985020485,1992-09-08,14.501645588495466,1.4725487149609333
Bohman,chloro,2016,Minnesota,Russet Burbank,44.83397004097,2016-06-27,1.5048531454016214,3.0166636877400577
Bohman,chloro,2016,Minnesota,Russet Burbank,167.18376362387949,2016-06-27,2.118724393727481,4.486460570676773
Bohman,chloro,2016,Minnesota,Russet Burbank,309.9251894706073,2016-06-27,1.982381648982173,4.597818596926586
Bohman,chloro,2016,Minnesota,Russet Burbank,167.18376362387949,2016-06-27,2.0011586761093803,4.581506586617795
Bohman,chloro,2016,Minnesota,Russet Burbank,44.83397004097,2016-07-12,4.8048217580046275,1.7971774015844522
Bohman,chloro,2016,Minnesota,Russet Burbank,167.18376362387949,2016-07-12,4.820809957312127,3.0409139275850103
Bohman,chloro,2016,Minnesota,Russet Burbank,309.9251894706073,2016-07-12,5.462867504791059,3.4386231859795866
Bohman,chloro,2016,Minnesota,Russet Burbank,167.18376362387949,2016-07-12,5.530977194426879,2.881243676165928
Bohman,chloro,2016,Minnesota,Russet Burbank,44.83397004097,2016-07-25,8.673972183844658,1.2162142814729828
Bohman,chloro,2016,Minnesota,Russet Burbank,167.18376362387949,2016-07-25,10.064239561116239,2.0835863674274853
Bohman,chloro,2016,Minnesota,Russet Burbank,309.9251894706073,2016-07-25,11.006037565154042,2.701714886428007
Bohman,chloro,2016,Minnesota,Russet Burbank,189.6007486443645,2016-07-25,10.312188517784625,2.3815113367937397
Bohman,chloro,2016,Minnesota,Russet Burbank,44.83397004097,2016-08-02,9.412857585757457,1.0827623297222482
Bohman,chloro,2016,Minnesota,Russet Burbank,167.18376362387949,2016-08-02,9.964673247304885,1.7332646869562707
Bohman,chloro,2016,Minnesota,Russet Burbank,309.9251894706073,2016-08-02,11.080083587469877,2.5670386329496107
Bohman,chloro,2016,Minnesota,Russet Burbank,234.43471868533447,2016-08-02,10.40861873922008,2.0238194192985857
Bohman,chloro,2016,Minnesota,Russet Burbank,44.83397004097,2016-08-09,9.909298848315602,1.0313525085648851
Bohman,chloro,2016,Minnesota,Russet Burbank,167.18376362387949,2016-08-09,11.654723114012178,1.6953453002802727
Bohman,chloro,2016,Minnesota,Russet Burbank,309.9251894706073,2016-08-09,12.029492225644345,2.3817190360631204
Bohman,chloro,2016,Minnesota,Russet Burbank,234.43471868533447,2016-08-09,10.643637735088943,2.150915054959456
Bohman,chloro,2016,Minnesota,Russet Burbank,44.83397004097,2016-09-13,10.65549027788482,0.9217484540979969
Bohman,chloro,2016,Minnesota,Russet Burbank,167.18376362387949,2016-09-13,13.38936676575981,1.2418002057264932
Bohman,chloro,2016,Minnesota,Russet Burbank,309.9251894706073,2016-09-13,16.216491125767142,1.538014078930781
Bohman,chloro,2016,Minnesota,Russet Burbank,234.43471868533447,2016-09-13,17.784886790492827,1.5825231290390798
Bohman,esn-nni,2020,Minnesota,Russet Burbank,44.83397004097,2020-06-24,2.158394488468949,3.1173737439639284
Bohman,esn-nni,2020,Minnesota,Russet Burbank,136.94856113019733,2020-06-24,2.7585179500027444,4.050090996567808
Bohman,esn-nni,2020,Minnesota,Russet Burbank,233.0572190220642,2020-06-24,2.262753670442237,4.568174549749736
Bohman,esn-nni,2020,Minnesota,Russet Burbank,196.21138258637325,2020-06-24,2.211833681103007,4.785689802971108
Bohman,esn-nni,2020,Minnesota,Russet Burbank,196.21138258637325,2020-06-24,3.052852260566724,4.2474789042603
Bohman,esn-nni,2020,Minnesota,Russet Burbank,196.21138258637325,2020-06-24,2.449347421783644,4.370504053534562
Bohman,esn-nni,2020,Minnesota,Russet Burbank,196.21138258637325,2020-06-24,2.965843887273406,4.1326583158426615
Bohman,esn-nni,2020,Minnesota,Russet Burbank,185.00289007613077,2020-06-24,2.3580412059425324,4.329443805846565
Bohman,esn-nni,2020,Minnesota,Russet Burbank,56.0424625512125,2020-07-07,5.213852805000787,1.6991229800588181
Bohman,esn-nni,2020,Minnesota,Russet Burbank,146.84631535452553,2020-07-07,5.211332259918937,3.007334876071879
Bohman,esn-nni,2020,Minnesota,Russet Burbank,273.2901616463399,2020-07-07,5.109762293694797,3.598590120660874
Bohman,esn-nni,2020,Minnesota,Russet Burbank,232.4852235209177,2020-07-07,4.530987885172237,3.5791510623569565
Bohman,esn-nni,2020,Minnesota,Russet Burbank,232.4852235209177,2020-07-07,6.278347950682885,2.973774587518885
Bohman,esn-nni,2020,Minnesota,Russet Burbank,232.4852235209177,2020-07-07,5.596536206412233,3.4628815113280345
Bohman,esn-nni,2020,Minnesota,Russet Burbank,232.4852235209177,2020-07-07,5.808183085213665,3.3448363018613203
Bohman,esn-nni,2020,Minnesota,Russet Burbank,210.0682385004327,2020-07-07,5.265202881077707,3.1845018981391147
Bohman,esn-nni,2020,Minnesota,Russet Burbank,56.0424625512125,2020-07-22,8.35201945184873,1.176623077174452
Bohman,esn-nni,2020,Minnesota,Russet Burbank,147.39800908740074,2020-07-22,9.647819845487211,1.826873385673897
Bohman,esn-nni,2020,Minnesota,Russet Burbank,296.70019538600036,2020-07-22,8.319667207560533,2.7936622439531655
Bohman,esn-nni,2020,Minnesota,Russet Burbank,255.67457976742804,2020-07-22,8.712475592785701,2.4052223715133447
Bohman,esn-nni,2020,Minnesota,Russet Burbank,255.67457976742804,2020-07-22,9.890499200481088,2.393362743548199
Bohman,esn-nni,2020,Minnesota,Russet Burbank,255.67457976742804,2020-07-22,8.873909025167606,2.3694096868005445
Bohman,esn-nni,2020,Minnesota,Russet Burbank,255.67457976742804,2020-07-22,8.823551930321115,2.5830934299773984
Bohman,esn-nni,2020,Minnesota,Russet Burbank,222.04910223670052,2020-07-22,9.4657879712822,2.026557763146408
Bohman,esn-nni,2020,Minnesota,Russet Burbank,56.0424625512125,2020-08-04,12.838294067131097,1.0226675002894634
Bohman,esn-nni,2020,Minnesota,Russet Burbank,147.39800908740074,2020-08-04,13.804032068444728,1.4178093302378318
Bohman,esn-nni,2020,Minnesota,Russet Burbank,319.1171804064853,2020-08-04,12.722354420188974,2.223050880542065
Bohman,esn-nni,2020,Minnesota,Russet Burbank,255.67457976742804,2020-08-04,13.615472507816897,1.850684456677511
Bohman,esn-nni,2020,Minnesota,Russet Burbank,278.09156478791306,2020-08-04,15.026635375840588,1.8585124489987628
Bohman,esn-nni,2020,Minnesota,Russet Burbank,278.09156478791306,2020-08-04,15.892373170069225,1.945761029606584
Bohman,esn-nni,2020,Minnesota,Russet Burbank,278.09156478791306,2020-08-04,15.114844016915267,2.0240485220593163
Bohman,esn-nni,2020,Minnesota,Russet Burbank,233.25759474694303,2020-08-04,13.473863864809413,1.5648624998130523
Bohman,esn-nni,2020,Minnesota,Russet Burbank,56.0424625512125,2020-09-15,11.768254730877269,0.8284698595629552
Bohman,esn-nni,2020,Minnesota,Russet Burbank,147.39800908740074,2020-09-15,14.679656561897344,0.9086084008546595
Bohman,esn-nni,2020,Minnesota,Russet Burbank,319.1171804064853,2020-09-15,13.409788206048887,1.2648904020894658
Bohman,esn-nni,2020,Minnesota,Russet Burbank,255.67457976742804,2020-09-15,14.030157888248503,1.175006377107328
Bohman,esn-nni,2020,Minnesota,Russet Burbank,278.09156478791306,2020-09-15,14.575875006177249,1.1697394171504145
Bohman,esn-nni,2020,Minnesota,Russet Burbank,278.09156478791306,2020-09-15,14.269725720530024,1.1511478186058741
Bohman,esn-nni,2020,Minnesota,Russet Burbank,278.09156478791306,2020-09-15,12.865763328987725,1.2231368667597984
Bohman,esn-nni,2020,Minnesota,Russet Burbank,233.25759474694303,2020-09-15,14.87495513040858,1.0259099320772167
Bohman,nni,2019,Minnesota,Russet Burbank,44.83397004097,2019-06-25,2.0315965958792765,2.882839927017356
Bohman,nni,2019,Minnesota,Russet Burbank,89.66794008194,2019-06-25,2.434166489574635,3.9896675723423893
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-06-25,1.9798700721052858,4.293794060927245
Bohman,nni,2019,Minnesota,Russet Burbank,224.16985020485,2019-06-25,1.9126554909238296,4.89055240395234
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-06-25,2.050732419703176,4.362806902748479
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-06-25,2.106345907691393,3.849948726940284
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-06-25,1.9935940457539907,4.666386629647603
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-06-25,1.9815743564146002,4.127651431302565
Bohman,nni,2019,Minnesota,Russet Burbank,44.83397004097,2019-07-09,4.82082376006687,1.5804469076613505
Bohman,nni,2019,Minnesota,Russet Burbank,100.87643259218251,2019-07-09,5.650492645822718,1.9203021153392899
Bohman,nni,2019,Minnesota,Russet Burbank,179.33588016388,2019-07-09,5.38589111895602,2.2075039255078814
Bohman,nni,2019,Minnesota,Russet Burbank,246.586835225335,2019-07-09,5.647236456093992,2.6551850885325465
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-07-09,5.320162903372105,1.9672237267155839
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-07-09,5.57391260292156,1.883526903299934
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-07-09,4.96115166308395,2.0025145301175797
Bohman,nni,2019,Minnesota,Russet Burbank,179.33588016388,2019-07-09,5.119055788551725,2.2430932906620487
Bohman,nni,2019,Minnesota,Russet Burbank,44.83397004097,2019-07-23,9.18681068895714,0.9282920135762673
Bohman,nni,2019,Minnesota,Russet Burbank,123.2934176126675,2019-07-23,10.092200387585386,1.415301328640249
Bohman,nni,2019,Minnesota,Russet Burbank,201.75286518436502,2019-07-23,9.89769321229419,1.6615124558313523
Bohman,nni,2019,Minnesota,Russet Burbank,280.2123127560625,2019-07-23,8.905627881639873,1.962356030584141
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-07-23,8.629517704059465,1.2865191360370611
Bohman,nni,2019,Minnesota,Russet Burbank,179.33588016388,2019-07-23,9.76292194862324,1.2908940398795201
Bohman,nni,2019,Minnesota,Russet Burbank,179.33588016388,2019-07-23,9.159023814980705,1.2702929724321423
Bohman,nni,2019,Minnesota,Russet Burbank,201.75286518436502,2019-07-23,8.693190154734644,1.6345971319117356
Bohman,nni,2019,Minnesota,Russet Burbank,44.83397004097,2019-08-06,9.758620968867815,0.8595201691962366
Bohman,nni,2019,Minnesota,Russet Burbank,156.918895143395,2019-08-06,11.801094668866066,1.3646820847063887
Bohman,nni,2019,Minnesota,Russet Burbank,246.586835225335,2019-08-06,12.727129228692277,1.353760573337947
